s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	tag	task	sample	cpus_per_task	snake_thread
196984.3923	2 days, 6:43:04	1316.97	1492.65	1316.78	1316.82	22595662.93	373650.3	94.78	186698.64	d0	nanopolish_eventalign	s1	4	4
1073.83	0:17:53	1053.77	1432.3	1053.33	1053.41	10023.39	22949.12	558.65	5999.43	a3	nanopolish_eventalign	s1	32	8
1513.768	0:25:13	1047.42	1433.15	1045.45	1045.61	12769.5	22538.08	516.94	7825.79	a5	nanopolish_eventalign	s1	16	8
1367.6993	0:22:47	1052.5	1438.05	1050.39	1050.86	7283.96	22533.09	515.41	7049.79	a6	nanopolish_eventalign	s1	8	8
3036.8483	0:50:36	1082.83	1465.43	1082.05	1082.22	37058.04	47089.31	530.96	16125	b3	nanopolish_eventalign	s1	32	8
3273.6472	0:54:33	1089.21	1460.49	1087.25	1087.59	29046.38	47166	546.36	17886.41	b5	nanopolish_eventalign	s1	16	8
3349.0836	0:55:49	1089.36	1463.06	1088.61	1088.77	26058.24	46856.73	533.65	17873.03	b6	nanopolish_eventalign	s1	8	8
27594.2258	7:39:54	1139.36	1517.93	1138.56	1138.75	1845541.88	96128.13	171.56	47340.77	c3	nanopolish_eventalign	s1	32	8
6577.5037	1:49:37	1139.27	1512.33	1137.58	1137.69	112797.75	96099.14	485.23	31916.55	c5	nanopolish_eventalign	s1	16	8
9416.1978	2:36:56	1137.77	1515.39	1135.72	1136	132596.75	96078.7	405.11	38146.52	c6	nanopolish_eventalign	s1	8	8
272290.1073	3 days, 3:38:10	1376.02	1752.11	1376.02	1376.02	19568923.17	373662.88	77.22	210263.99	d3	nanopolish_eventalign	s1	32	8
229408.5674	2 days, 15:43:28	1379.75	1753.98	1379.71	1379.71	22744582.58	373662.21	107.2	245918.82	d5	nanopolish_eventalign	s1	16	8
98799.5055	1 day, 3:26:39	1382.97	1746.56	1377.62	1380.29	2728462.97	373640.3	213.34	210781.6	d6	nanopolish_eventalign	s1	8	8
1329.8658	0:22:09	1129.27	1967.5	1127.38	1128.2	13552.45	22659.87	755.83	10051.86	a2	nanopolish_eventalign	s1	32	16
1168.7138	0:19:28	1141.64	1960.64	1139.54	1140.05	7102.79	22833.52	792.04	9257.06	a4	nanopolish_eventalign	s1	16	16
2936.5852	0:48:56	1183.64	1987.54	1181.74	1182.55	29671.58	47265.89	726.81	21343.38	b2	nanopolish_eventalign	s1	32	16
2513.8205	0:41:53	1191.77	1991.06	1189.83	1190.06	25903.2	47240.17	891.21	22403.88	b4	nanopolish_eventalign	s1	16	16
5930.4559	1:38:50	1247.3	2038.53	1246.64	1246.77	96577.7	96219.72	755.91	44829.27	c2	nanopolish_eventalign	s1	32	16
12319.0663	3:25:19	1246.96	2037.46	1246.63	1246.75	123355.05	95775.45	308.91	38054.64	c4	nanopolish_eventalign	s1	16	16
216282.6735	2 days, 12:04:42	1502.8	2273.12	1502.79	1502.79	22876424.58	373650.08	104.44	225887.06	d2	nanopolish_eventalign	s1	32	16
99783.3382	1 day, 3:43:03	1505.87	2281.8	1500.53	1503.2	2920969.84	373614.12	286.34	285721.43	d4	nanopolish_eventalign	s1	16	16
1372.9333	0:22:52	1303.77	3015.8	1303.34	1303.42	7327.02	22988.73	1252.44	17195.52	a1	nanopolish_eventalign	s1	32	32
3016.3688	0:50:16	1378.66	3049.1	1378.65	1378.65	26835.21	46905.22	867.96	26181.38	b1	nanopolish_eventalign	s1	32	32
6748.7713	1:52:28	1458.24	3097.72	1458.24	1458.24	72796.66	96265.78	789.23	53263.69	c1	nanopolish_eventalign	s1	32	32
239849.6844	2 days, 18:37:29	1754.4	3327.26	1754.39	1754.39	21154918.65	373669.8	95.45	228930.17	d1	nanopolish_eventalign	s1	32	32
1776.0289	0:29:36	709.2	888.92	700.79	704.2	12358.9	21770.87	336.15	5957.67	a8	nanopolish_eventalign	s2	16	4
1792.8543	0:29:52	709.68	888.79	701.27	703.46	5272.62	22050.29	345.32	6191.58	a9	nanopolish_eventalign	s2	8	4
2066.1652	0:34:26	704.98	888.86	699.59	701.55	12249.38	22056.04	322.62	6666.36	a7	nanopolish_eventalign	s2	32	4
2119.0648	0:35:19	708.37	888.7	700.77	702.54	9296.64	22090.36	315.89	6694.3	a0	nanopolish_eventalign	s2	4	4
3772.4585	1:02:52	739.59	915.84	733.79	736.03	29701.43	45459.45	304.96	11505	b7	nanopolish_eventalign	s2	32	4
3970.5689	1:06:10	741.99	913.19	735.99	738.26	26314.23	45236.48	310.24	12318.73	b9	nanopolish_eventalign	s2	8	4
3972.1618	1:06:12	742.05	913.26	735.95	737.89	24160.59	45221.75	315.7	12540.7	b8	nanopolish_eventalign	s2	16	4
4332.4838	1:12:12	740.37	914.96	738.38	738.61	25699.7	45241.3	321	13907.41	b0	nanopolish_eventalign	s2	4	4
10127.277	2:48:47	792.09	961.99	790.15	790.26	75213.99	92421.8	285.77	28940.83	c0	nanopolish_eventalign	s2	4	4
15319.4321	4:15:19	798.87	971.12	793.47	794.79	542824.54	92550.18	208.24	31902.53	c9	nanopolish_eventalign	s2	8	4
29160.1088	8:06:00	793.77	965.68	791.96	792.74	2186948.64	92551.78	149	43448.92	c8	nanopolish_eventalign	s2	16	4
33744.2574	9:22:24	794.46	961.05	792.65	793.45	2178274.31	92578.4	125.71	42421.96	c7	nanopolish_eventalign	s2	32	4
144157.3666	1 day, 16:02:37	984.71	1150.75	982.91	983.5	11439910.96	234678.64	86.09	124100.19	d7	nanopolish_eventalign	s2	32	4
184090.0087	2 days, 3:08:10	984.83	1152.92	983.03	983.76	12787697.53	234678.39	81.99	150942.11	d8	nanopolish_eventalign	s2	16	4
150240.0494	1 day, 17:44:00	980.34	1143.55	978.53	979.43	10877056.23	234681.93	81.41	122315.98	d9	nanopolish_eventalign	s2	8	4
70393.969	19:33:13	985.68	1148.43	983.71	983.96	7614001.76	234660.65	151.05	106329.7	d0	nanopolish_eventalign	s2	4	4
1200.0079	0:20:00	755.13	1152.76	747.52	750.89	12262.75	21804.23	534.83	6418.65	a3	nanopolish_eventalign	s2	32	8
1172.8331	0:19:32	753.3	1151.78	745.68	748.73	7238.7	21778.98	624.39	7323.49	a5	nanopolish_eventalign	s2	16	8
1466.8229	0:24:26	750.8	1147.46	748.68	749.15	7145.81	21948.6	474.16	6955.44	a6	nanopolish_eventalign	s2	8	8
2926.739	0:48:46	790.31	1173.84	782.18	784.99	34173.45	45005.27	524.9	15362.99	b3	nanopolish_eventalign	s2	32	8
3196.5356	0:53:16	790.48	1173.61	783.14	786.2	25480.76	45050.96	534.95	17100.57	b5	nanopolish_eventalign	s2	16	8
3199.829	0:53:19	791.94	1179.62	790.04	790.38	25837.02	45461.47	539.82	17273.28	b6	nanopolish_eventalign	s2	8	8
29182.4776	8:06:22	852.5	1225.23	849.34	850.72	2022581.23	92535.39	157.54	45973.64	c3	nanopolish_eventalign	s2	32	8
7081.4037	1:58:01	854.02	1228.23	850.66	851.6	237979.58	92561.73	445.88	31575.38	c5	nanopolish_eventalign	s2	16	8
8148.0591	2:15:48	849.95	1223.37	847.9	848.17	83382.68	92461.66	427.39	34824	c6	nanopolish_eventalign	s2	8	8
114467.2949	1 day, 7:47:47	1042.92	1411.91	1041.31	1041.9	8899633.99	234679.1	113.6	130039.51	d3	nanopolish_eventalign	s2	32	8
101498.0987	1 day, 4:11:38	1042.2	1408.05	1040.39	1041.23	8919784.11	234646.2	141.18	143296.84	d5	nanopolish_eventalign	s2	16	8
93079.3618	1 day, 1:51:19	1037.88	1413.14	1037.49	1037.6	2063613.41	234663.3	126.57	117811.96	d6	nanopolish_eventalign	s2	8	8
1193.3401	0:19:53	840.08	1674.22	832.56	836.32	7250.57	21984.3	817.61	9757.56	a2	nanopolish_eventalign	s2	32	16
1056.5168	0:17:36	848.27	1675.66	846.17	846.68	7001.24	21661.8	832.22	8792.8	a4	nanopolish_eventalign	s2	16	16
2625.6681	0:43:45	889.67	1708.44	882.15	884.63	25771.73	45027.39	761.8	20002.82	b2	nanopolish_eventalign	s2	32	16
2257.1925	0:37:37	889.77	1700.73	887.82	888.06	25217.43	45052.12	939.88	21215.41	b4	nanopolish_eventalign	s2	16	16
8754.5962	2:25:54	959.15	1757.05	955.86	956.9	247743.77	92328.64	539.68	47246.89	c2	nanopolish_eventalign	s2	32	16
4831.539	1:20:31	956.57	1750.93	956.21	956.31	67940.38	92442.28	763.56	36891.98	c4	nanopolish_eventalign	s2	16	16
95574.0943	1 day, 2:32:54	1162	1943.91	1160.2	1161.1	7999902.62	234641.3	142.12	135831.84	d2	nanopolish_eventalign	s2	32	16
36534.2557	10:08:54	1161.01	1933.79	1159.23	1160.13	1174114.93	234607.05	408.23	149142.69	d4	nanopolish_eventalign	s2	16	16
1215.8895	0:20:15	992.96	2734.04	992.53	992.61	7143.7	21547.24	1325.55	16117.78	a1	nanopolish_eventalign	s2	32	32
3063.1414	0:51:03	1074.34	2757.21	1074.33	1074.33	26113.69	45249.46	823.69	25231.41	b1	nanopolish_eventalign	s2	32	32
7138.7538	1:58:58	1160.14	2807.83	1160.13	1160.13	68821.79	92582.24	713.12	50908.25	c1	nanopolish_eventalign	s2	32	32
65174.0174	18:06:14	1395.93	2996.76	1395.92	1395.92	7195999.36	234669.33	208.77	136061.21	d1	nanopolish_eventalign	s2	32	32
8786.0719	2:26:26	612.48	630.23	605.1	607.61	441.11	91.7	88.55	7780.8	b7	nanopolish_index	deac	32	4
9046.9064	2:30:46	611.44	632.45	607.23	607.96	0.25	45.17	99.45	8997.57	a9	nanopolish_index	deac	8	4
9217.3892	2:33:37	610.53	631.55	606.4	607.13	473.65	91.7	86.11	7937.8	b8	nanopolish_index	deac	16	4
9503.8147	2:38:23	611.69	632.44	607.35	608.81	440.83	45.17	91.68	8714.53	a8	nanopolish_index	deac	16	4
9943.3499	2:45:43	608.25	628.96	603.88	604.6	329.53	185.38	92.94	9241.35	c9	nanopolish_index	deac	8	4
9945.0837	2:45:45	608.19	629.15	604	605.45	472.02	185.38	85.59	8512.01	c8	nanopolish_index	deac	16	4
10231.1085	2:50:31	611.93	632.21	607.13	608.62	440.16	385.43	89.56	9163.39	b9	nanopolish_index	deac	8	4
11170.3377	3:06:10	614.86	632.63	607.47	610.69	470.42	45.17	93.58	10453.66	a0	nanopolish_index	deac	4	4
11170.359	3:06:10	611.33	629.15	604	605.56	458	185.38	93.06	10395.82	c0	nanopolish_index	deac	4	4
11185.0706	3:06:25	613.67	631.37	606.28	607.84	89.85	91.7	97.03	10853.42	b0	nanopolish_index	deac	4	4
11458.7679	3:10:58	609.51	629.8	604.72	606.4	473.77	433.59	92.56	10607.84	c7	nanopolish_index	deac	32	4
11670.7646	3:14:30	614.8	632.63	607.54	610.04	472.86	45.17	92.74	10824.34	a7	nanopolish_index	deac	32	4
11868.1955	3:17:48	567.73	588.58	563.37	564.84	440.79	496.55	94	11157.08	d7	nanopolish_index	deac	32	4
10759.2608	2:59:19	567.67	588.59	563.36	564.79	474.23	496.55	92.52	9954.71	d8	nanopolish_index	deac	16	4
9642.2012	2:40:42	567.73	588.59	563.43	564.16	112.91	496.55	97.01	9354.56	d9	nanopolish_index	deac	8	4
11629.6795	3:13:49	570.71	588.58	563.42	566.62	438.16	496.55	94.88	11034.93	d0	nanopolish_index	deac	4	4
10733.0207	2:58:53	613.34	631.3	606.16	608.58	439.44	45.17	70.76	7595.13	a3	nanopolish_index	deac	32	8
11140.5259	3:05:40	615.07	632.63	607.48	609.54	470.16	45.17	79.44	8851.24	a5	nanopolish_index	deac	16	8
12193.0321	3:23:13	614.8	632.62	607.48	610.71	470.16	45.17	84.13	10257.92	a6	nanopolish_index	deac	8	8
12395.1602	3:26:35	613.66	631.55	606.43	608.94	440.16	91.7	86.51	10724.29	b3	nanopolish_index	deac	32	8
14699.4555	4:04:59	614.32	632.2	607.12	609.23	470.36	298.91	85.35	12546.68	b5	nanopolish_index	deac	16	8
14608.2241	4:03:28	614.56	632.2	607.12	610.71	470.16	307	85.43	12479.26	b6	nanopolish_index	deac	8	8
12883.4359	3:34:43	611.28	628.96	603.88	606.38	473.75	185.38	84.15	10842.48	c3	nanopolish_index	deac	32	8
11037.569	3:03:57	610.29	628.02	602.87	604.95	439.44	185.38	77.04	8504.44	c5	nanopolish_index	deac	16	8
12263.2096	3:24:23	611.16	628.96	603.75	606.78	470.16	185.38	85.32	10463.89	c6	nanopolish_index	deac	8	8
11929.2353	3:18:49	567.62	588.58	563.37	564.84	471.81	496.55	93.91	11204.06	d3	nanopolish_index	deac	32	8
10267.3023	2:51:07	567.86	588.58	563.49	564.94	444.4	496.55	93.11	9560.75	d5	nanopolish_index	deac	16	8
9841.1185	2:44:01	568.43	588.71	563.99	565.47	49.02	524.91	98.95	9737.71	d6	nanopolish_index	deac	8	8
12130.1542	3:22:10	614.51	632.43	607.35	609.86	450.48	45.17	84.97	10308.63	a2	nanopolish_index	deac	32	16
14235.0785	3:57:15	614.72	632.44	607.35	611.01	470.16	45.17	87.59	12468.77	a4	nanopolish_index	deac	16	16
14701.9251	4:05:01	613.38	631.37	606.16	609.57	440.16	91.7	88.49	13010.58	b2	nanopolish_index	deac	32	16
9999.1679	2:46:39	613.87	631.55	606.41	609.5	470.16	91.7	79.84	7984.54	b4	nanopolish_index	deac	16	16
10369.3781	2:52:49	610.14	628.02	602.89	605	469.7	185.38	75.16	7793.92	c2	nanopolish_index	deac	32	16
8937.4068	2:28:57	610.45	628.02	602.88	605.89	469.44	185.38	88.48	7908.12	c4	nanopolish_index	deac	16	16
11481.5761	3:11:21	567.37	588.15	563.06	564.53	440.7	496.55	93.75	10764.97	d2	nanopolish_index	deac	32	16
8541.8413	2:22:21	567.32	588.16	563.07	564.16	425.16	496.55	90.79	7755.11	d4	nanopolish_index	deac	16	16
10603.9674	2:56:43	614.64	632.44	607.24	610.88	471.92	45.17	72.16	7652.25	a1	nanopolish_index	deac	32	32
12245.2843	3:24:05	614.56	632.2	607.15	610.94	440.16	299.9	87.32	10693.02	b1	nanopolish_index	deac	32	32
12314.8588	3:25:14	611.16	628.96	603.81	606.31	473.75	185.38	83.67	10305.67	c1	nanopolish_index	deac	32	32
12152.9359	3:22:32	567.86	588.58	563.49	565.69	445.93	496.55	90.79	11034.14	d1	nanopolish_index	deac	32	32
12312.3329	3:25:12	863.87	884.87	863.96	863.99	613.67	108.45	90.45	11136.59	b7	nanopolish_index	s1	32	4
12921.5714	3:35:21	865.07	885.83	860.75	862.87	0.46	53.48	99.61	12870.74	a9	nanopolish_index	s1	8	4
13235.7359	3:40:35	865.22	885.52	860.43	862.67	613.83	521.27	88.59	11726.61	b8	nanopolish_index	s1	16	4
13509.2182	3:45:09	861	885.64	861.06	861.08	646.85	53.48	92.96	12559.69	a8	nanopolish_index	s1	16	4
14238.9256	3:57:18	859.33	883.07	858.23	858.54	638.13	287.39	88.89	12657.61	c8	nanopolish_index	s1	16	4
14267.8968	3:57:47	861.51	882.42	857.26	858.35	598.66	219.08	92.53	13203.13	c9	nanopolish_index	s1	8	4
14544.8475	4:02:24	860.32	884.68	860.23	860.24	613.9	108.45	90.99	13234.75	b9	nanopolish_index	s1	8	4
15776.2217	4:22:56	864.57	885.41	864.49	864.51	612.98	53.48	92.95	14665.13	a7	nanopolish_index	s1	32	4
16030.3603	4:27:10	868.82	886.47	867.18	867.42	613.44	150.61	92.8	14876.84	a0	nanopolish_index	s1	4	4
16036.7834	4:27:16	864.55	882.41	857.25	860.32	546.5	219.08	92.25	14794.14	c0	nanopolish_index	s1	4	4
16053.9623	4:27:33	865.88	883.81	858.65	861.71	128.39	108.45	96.33	15464.51	b0	nanopolish_index	s1	4	4
16614.194	4:36:54	857.92	882.23	857.1	857.4	613.83	219.08	92.89	15434.61	c7	nanopolish_index	s1	32	4
17757.2575	4:55:57	798.46	822.86	797.67	797.97	613.56	837.45	93.82	16661.32	d7	nanopolish_index	s1	32	4
14781.0025	4:06:21	798.47	822.87	797.81	798.04	640.4	837.45	94.07	13904.73	d8	nanopolish_index	s1	16	4
13856.7192	3:50:56	802.06	822.87	797.65	798.74	215.8	837.45	97.44	13501.78	d9	nanopolish_index	s1	8	4
16687.7094	4:38:07	805.05	822.87	803.36	803.67	612.87	837.45	94.42	15755.91	d0	nanopolish_index	s1	4	4
14700.0898	4:05:00	868.76	886.47	868.36	868.44	624.18	466.3	74.94	11016.68	a3	nanopolish_index	s1	32	8
15029.1366	4:10:29	867.84	885.64	860.48	863.46	613.43	53.48	83.74	12585.78	a5	nanopolish_index	s1	16	8
16614.8371	4:36:54	868.77	886.46	867.11	867.57	613.43	53.48	88.11	14640.29	a6	nanopolish_index	s1	8	8
16711.4244	4:38:31	860.82	883.8	860.19	860.34	628.13	108.45	88.08	14720.08	b3	nanopolish_index	s1	32	8
20402.6924	5:40:02	865.71	884.68	864.21	864.51	613.4	108.45	87.59	17871.32	b5	nanopolish_index	s1	16	8
20251.296	5:37:31	867.88	885.51	867.43	867.56	613.44	521.27	87.92	17804.46	b6	nanopolish_index	s1	8	8
17092.9346	4:44:52	859.35	882.22	857.16	857.96	613.43	219.08	86.66	14814.08	c3	nanopolish_index	s1	32	8
14558.4382	4:02:38	861.43	883.06	858.39	859.25	627.2	631.9	81.56	11874.42	c5	nanopolish_index	s1	16	8
16861.5127	4:41:01	864.36	882.23	862.7	862.97	613.43	219.08	88.49	14921.9	c6	nanopolish_index	s1	8	8
16732.2138	4:38:52	840.2	865.98	833.46	835.67	614.51	837.45	94.92	15883.54	d3	nanopolish_index	s1	32	8
14672.3654	4:04:32	811.59	841.64	804.82	806.61	712.34	837.45	92.17	13524.34	d5	nanopolish_index	s1	16	8
12857.2229	3:34:17	802.02	822.87	800.67	800.71	1.6	837.45	99.48	12789.29	d6	nanopolish_index	s1	8	8
17081.1113	4:44:41	866.72	884.77	859.62	863.38	612.72	53.48	88.24	15072.66	a2	nanopolish_index	s1	32	16
19720.7191	5:28:40	868.82	886.46	866.97	867.46	613.44	67.85	90.16	17779.42	a4	nanopolish_index	s1	16	16
17145.9952	4:45:45	866.37	884.87	865	865.77	613.43	108.45	88.53	15179.78	b2	nanopolish_index	s1	32	16
13729.6771	3:48:49	866.99	884.68	865.34	865.56	613.43	108.45	82.62	11344.04	b4	nanopolish_index	s1	16	16
14022.6342	3:53:42	860.61	882.41	857.3	858.45	613.47	219.08	81.15	11379.85	c2	nanopolish_index	s1	32	16
13018.0602	3:36:58	865.62	883.06	863.78	863.99	613.44	631.9	86.69	11286.1	c4	nanopolish_index	s1	16	16
16922.5057	4:42:02	799.3	823	798.32	798.83	612.83	1227.15	93.58	15836.05	d2	nanopolish_index	s1	32	16
12186.2959	3:23:06	802.15	822.87	797.78	799.96	614.13	837.45	90.48	11026.73	d4	nanopolish_index	s1	16	16
14419.1782	4:00:19	868.95	886.47	868.52	868.6	613.43	53.48	76.99	11102.06	a1	nanopolish_index	s1	32	32
16665.7777	4:37:45	867.18	884.86	867.3	867.3	613.43	108.45	87.84	14640.03	b1	nanopolish_index	s1	32	32
17404.4357	4:50:04	865.41	883.05	865.57	865.57	613.44	403.88	88.84	15463.57	c1	nanopolish_index	s1	32	32
17209.0814	4:46:49	802.06	822.87	802.12	802.12	614.28	837.45	91.27	15705.69	d1	nanopolish_index	s1	32	32
8151.885	2:15:51	574.68	592.5	567.28	569.78	416.88	105.99	88.78	7238.11	b7	nanopolish_index	s2	32	4
8407.0365	2:20:07	571.52	592.5	567.34	568.08	0.22	52.21	99.36	8354.12	a9	nanopolish_index	s2	8	4
8718.2183	2:25:18	571.59	592.5	567.38	568.11	417.32	105.99	84.96	7407.88	b8	nanopolish_index	s2	16	4
8981.4527	2:29:41	572.68	593.61	568.46	569.91	417.95	52.21	90.42	8121.54	a8	nanopolish_index	s2	16	4
9005.8371	2:30:05	569.03	589.8	564.67	566.11	416.88	214.21	85.54	7704.63	c8	nanopolish_index	s2	16	4
9514.0942	2:38:34	572.04	593.07	567.86	569.28	449.73	105.99	89.65	8529.59	b9	nanopolish_index	s2	8	4
9791.5905	2:43:11	569.59	590.41	565.25	565.98	341.58	214.21	90.5	8861.53	c9	nanopolish_index	s2	8	4
10481.2013	2:54:41	575.75	593.61	568.46	570.63	417.6	52.21	93.44	9794.12	a0	nanopolish_index	s2	4	4
10543.1278	2:55:43	572.61	590.4	565.25	566.29	364.37	214.21	92.45	9747.6	c0	nanopolish_index	s2	4	4
10561.6608	2:56:01	575.02	592.89	567.67	568.71	109.85	105.99	96.49	10191.57	b0	nanopolish_index	s2	4	4
10605.2765	2:56:45	569.56	590.4	565.18	566.65	418.67	214.21	93.01	9864.81	c7	nanopolish_index	s2	32	4
10837.5656	3:00:37	575.87	593.61	568.46	570.95	417.6	52.21	93.08	10088.83	a7	nanopolish_index	s2	32	4
10752.177	2:59:12	532.11	552.96	527.8	529.26	448.24	536.45	93.64	10070.04	d7	nanopolish_index	s2	32	4
9579.9876	2:39:39	532.19	553.14	527.93	529.36	418.11	536.45	91.74	8789.24	d8	nanopolish_index	s2	16	4
9492.855	2:38:12	532.18	552.96	527.8	528.53	192.84	536.45	93.16	8843.79	d9	nanopolish_index	s2	8	4
10803.1398	3:00:03	535.45	553.14	528.02	530.18	390.1	747.36	95.33	10299.52	d0	nanopolish_index	s2	4	4
10729.3729	2:58:49	574.71	592.5	567.35	569.76	446.88	52.21	69.09	7414.02	a3	nanopolish_index	s2	32	8
10393.1481	2:53:13	575.72	593.43	568.34	570.39	417.6	52.21	78.62	8172.22	a5	nanopolish_index	s2	16	8
11374.9198	3:09:34	575.61	593.42	568.21	570.4	417.6	52.21	84.62	9625.49	a6	nanopolish_index	s2	8	8
11630.8305	3:13:50	575.07	592.88	567.68	570.17	435.79	105.99	86.95	10114.88	b3	nanopolish_index	s2	32	8
13804.2559	3:50:04	575.02	593.06	567.85	569.94	417.6	105.99	85.16	11755.86	b5	nanopolish_index	s2	16	8
13770.7969	3:49:30	575.45	593.07	567.87	570.25	417.6	105.99	85.03	11708.72	b6	nanopolish_index	s2	8	8
12413.3383	3:26:53	572.59	590.39	565.19	567.68	417.6	214.21	82.13	10196	c3	nanopolish_index	s2	32	8
9784.7094	2:43:04	572.97	590.59	565.38	567.45	447.6	214.21	76.37	7472.86	c5	nanopolish_index	s2	16	8
11694.351	3:14:54	572.52	590.4	565.19	567.24	417.6	214.21	84.03	9827.04	c6	nanopolish_index	s2	8	8
10698.4655	2:58:18	531.84	552.96	527.66	529.12	418.22	536.45	93.77	10032.41	d3	nanopolish_index	s2	32	8
9764.1118	2:42:44	531.97	552.96	527.81	529.25	508.64	536.45	92.69	9050.93	d5	nanopolish_index	s2	16	8
8088.4499	2:14:48	531.75	552.53	527.44	528.17	260.07	536.45	91.74	7420.63	d6	nanopolish_index	s2	8	8
11980.0743	3:19:40	575.98	593.61	568.57	571.06	417.6	52.21	84.92	10174.84	a2	nanopolish_index	s2	32	16
13284.7845	3:41:24	575.59	593.42	568.27	570.7	417.6	52.21	87.96	11685.92	a4	nanopolish_index	s2	16	16
11627.4131	3:13:47	575.08	592.89	567.68	570.17	417.6	105.99	87.04	10122.12	b2	nanopolish_index	s2	32	16
9517.5141	2:38:37	575.26	593.07	567.86	569.92	417.6	105.99	79.71	7586.97	b4	nanopolish_index	s2	16	16
10040.0339	2:47:20	571.99	590.02	564.89	566.99	416.88	214.21	74.79	7509.93	c2	nanopolish_index	s2	32	16
8337.9223	2:18:57	572.31	590.02	564.87	566.89	416.88	214.21	88.89	7412.41	c4	nanopolish_index	s2	16	16
10913.0922	3:01:53	531.81	552.53	527.44	528.9	448.59	536.45	96.55	10538.25	d2	nanopolish_index	s2	32	16
8088.2205	2:14:48	531.75	552.53	527.44	528.17	268.83	536.45	90.94	7355.96	d4	nanopolish_index	s2	16	16
10098.3161	2:48:18	575.96	593.61	568.46	570.88	417.6	52.21	70.72	7142.31	a1	nanopolish_index	s2	32	32
12018.0188	3:20:18	575.11	592.88	567.68	570.17	447.68	105.99	86.19	10360.03	b1	nanopolish_index	s2	32	32
12395.8167	3:26:35	572.68	590.59	565.38	569.17	417.6	214.21	83.67	10373.49	c1	nanopolish_index	s2	32	32
11327.3162	3:08:47	616.07	635.66	608.95	611.3	417.87	536.45	90.39	10238.54	d1	nanopolish_index	s2	32	32
